nodeid,networkcanvasegouuid,networkcanvasuuid,activities_with,alter_health,closeness,live_close,freq,count_on_1,count_on_2,count_on_3,knows_x,knows_y,ease_with_1,ease_with_2,ease_with_3,relat_1,relat_2,relat_3,relat_4,relat_5,relat_6,relat_7,relat_8,alter_gender_1,alter_gender_2,alter_gender_3,alter_age_1,alter_age_2,alter_age_3,alter_age_4,alter_age_5,alter_age_6,alter_age_7,alter_age_8,rel_length,null,relationship,count_on,ease_with,alter_age,alter_gender,PA_with,close,rel_length_text,alter_health_text,live_close_text,freq_text
8,5c7a6fbc-23f3-4145-9d90-63e81f95d7ce,47af3a31-3f0f-4956-8f06-76802b846c8c,,4,2,4,2,FALSE,FALSE,TRUE,0.683087599,0.402489412,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA,other,don't know,no,older than 80,male,no,2,more than 10 years,good,less than hour away,few times a month
9,5c7a6fbc-23f3-4145-9d90-63e81f95d7ce,ce95670b-9c4c-49c4-961c-2aabdf99bfc9,,5,5,8,2,TRUE,FALSE,FALSE,0.502717283,0.623954137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,NA,other,yes,yes,41 to 50,female,no,5,3-5 years,very good,NA,few times a month
10,5c7a6fbc-23f3-4145-9d90-63e81f95d7ce,ac978b83-f90b-437c-a0c6-436087283b21,,4,2,4,2,FALSE,FALSE,TRUE,0.685616155,0.214079124,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,NA,other,don't know,no,41 to 50,male,no,2,2-3 years,good,less than hour away,few times a month
11,5c7a6fbc-23f3-4145-9d90-63e81f95d7ce,d3bed802-04a6-407a-8e67-da55e65a7db4,,5,2,4,2,FALSE,FALSE,TRUE,0.598802405,0.159539304,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,other,don't know,no,31 to 40,female,no,2,2-3 years,very good,less than hour away,few times a month
12,5c7a6fbc-23f3-4145-9d90-63e81f95d7ce,13ed00d8-1e38-433e-a695-31c2fa673552,,5,2,8,2,FALSE,FALSE,TRUE,0.51873147,0.152928416,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,other,don't know,no,31 to 40,female,no,2,2-3 years,very good,NA,few times a month
17,5c7a6fbc-23f3-4145-9d90-63e81f95d7ce,e7b9556c-19cc-43a3-ae04-417cc7fb6449,,6,5,8,4,FALSE,FALSE,TRUE,0.57098829,0.559497986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,other,don't know,yes,31 to 40,female,no,5,less than 1 year,don't know,NA,least once a week
1,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,6d345a58-453c-4db2-9f1a-583bbe0d40da,,4,5,2,6,TRUE,FALSE,FALSE,0.489564515,0.488575867,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,male,no,5,more than 10 years,good,within walking distance,daily
2,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,4d9ce569-4805-42c8-8052-263408b9c92b,,4,5,5,4,TRUE,FALSE,FALSE,0.515719057,0.491839908,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,child,yes,yes,31 to 40,female,no,5,more than 10 years,good,> hour but in scotland,least once a week
3,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,971e0a7e-a6e9-4781-a46e-92c16b89b6dc,,3,5,5,3,TRUE,FALSE,FALSE,0.44737977,0.485311827,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,male,no,5,more than 10 years,neither good nor poor,> hour but in scotland,about every 2 weeks
4,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,a55d6930-047c-4fa9-8254-5bce37fe3c68,,2,4,5,3,TRUE,FALSE,FALSE,0.421225227,0.340062023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,friend,yes,yes,71 to 80,female,no,4,more than 10 years,poor,> hour but in scotland,about every 2 weeks
5,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,bb52f78d-684f-4fdb-abe3-035940d0bb97,,4,3,4,4,FALSE,FALSE,TRUE,0.638054819,0.227452624,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,don't know,don't know,61 to 70,male,no,3,more than 10 years,good,less than hour away,least once a week
6,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,6de2be01-3512-43ab-9ffa-670b45e51a08,,5,2,4,4,FALSE,FALSE,TRUE,0.608525497,0.176859996,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,other,don't know,don't know,31 to 40,male,no,2,2-3 years,very good,less than hour away,least once a week
7,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,bab5be76-4a08-4c63-823c-1017774e9e99,,5,2,4,4,FALSE,FALSE,TRUE,0.567184447,0.13932353,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,other,don't know,don't know,31 to 40,male,no,2,less than 1 year,very good,less than hour away,least once a week
8,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,f93dd7dc-d92d-4436-9eef-34f7c756a149,TRUE,4,3,5,4,FALSE,FALSE,TRUE,0.741829293,0.609345367,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,friend,don't know,yes,61 to 70,female,yes,3,2-3 years,good,> hour but in scotland,least once a week
9,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,d183325f-3463-4316-9eb9-ab199770582d,,5,4,4,1,TRUE,FALSE,FALSE,0.389164821,0.276413232,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,family,yes,yes,61 to 70,female,no,4,more than 10 years,very good,less than hour away,less than monthly
10,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,9cef945e-82a2-4ab0-b0e7-bb280c34b754,,2,3,4,1,FALSE,TRUE,FALSE,0.336855736,0.237244746,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,family,no,no,61 to 70,male,no,3,more than 10 years,poor,less than hour away,less than monthly
11,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,dce0f50c-284f-4d70-be03-7f7669258d5d,TRUE,5,1,8,4,FALSE,TRUE,FALSE,0.816074445,0.390654651,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,other,no,no,51 to 60,male,yes,1,2-3 years,very good,NA,least once a week
12,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,87f4e0c4-fbbd-4fcd-976a-8aacd4d39b88,,6,1,8,4,FALSE,TRUE,FALSE,0.738454514,0.256828989,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,other,no,no,51 to 60,female,no,1,less than 1 year,don't know,NA,least once a week
13,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,9edb9a8b-61e6-4432-ae4e-cd37907f94c7,,4,1,8,4,FALSE,TRUE,FALSE,0.713143666,0.180124037,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,other,no,no,51 to 60,male,no,1,less than 1 year,good,NA,least once a week
14,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,73e43f71-f3cf-411c-a77d-fd1a3b401c24,TRUE,1,1,8,4,FALSE,TRUE,FALSE,0.811012276,0.299261516,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,other,no,no,71 to 80,female,yes,1,2-3 years,very poor,NA,least once a week
15,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,074a6ac8-a120-4d82-80fc-c1fd448e0f27,,5,5,5,1,TRUE,FALSE,FALSE,0.546935769,0.436351219,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,5,more than 10 years,very good,> hour but in scotland,less than monthly
16,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,89139371-17f6-40d3-aafc-f89c8820ccec,,5,5,5,1,TRUE,FALSE,FALSE,0.511500583,0.395550712,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,5,more than 10 years,very good,> hour but in scotland,less than monthly
17,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,e8da78e6-0eb0-4d23-816f-eb3f12f512e4,,4,4,5,1,TRUE,FALSE,FALSE,0.546092074,0.558752739,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,male,no,4,more than 10 years,good,> hour but in scotland,less than monthly
18,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,a553adcd-f4f5-470b-aa8d-666f341b2e13,,2,3,5,1,TRUE,FALSE,FALSE,0.508125803,0.588129104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,3,more than 10 years,poor,> hour but in scotland,less than monthly
19,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,235e833b-230b-4b72-b27d-d0b6ad4f03fe,,4,5,4,2,TRUE,FALSE,FALSE,0.454973024,0.550592638,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,5,more than 10 years,good,less than hour away,few times a month
20,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,25759702-6456-4c0a-a611-9618a13e9c78,,5,2,7,2,FALSE,TRUE,FALSE,0.746891463,0.459199503,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,other,no,don't know,61 to 70,male,no,2,less than 1 year,very good,not in uk,few times a month
21,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,4e4425ae-9fcf-4bb2-8f59-c37bc5e7d9c5,,5,3,7,2,FALSE,TRUE,FALSE,0.732548649,0.371070408,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,NA,other,no,yes,41 to 50,female,no,3,less than 1 year,very good,not in uk,few times a month
22,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,c1345ba5-09c4-4acf-a1c5-14bcb84f7bc8,,4,3,5,1,FALSE,FALSE,TRUE,0.395070685,0.594657185,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,don't know,yes,61 to 70,male,no,3,more than 10 years,good,> hour but in scotland,less than monthly
23,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,8f9d0173-ddee-49e6-8bd7-b3ac346649a9,,3,3,5,1,TRUE,FALSE,FALSE,0.471846922,0.289469395,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,yes,yes,61 to 70,female,no,3,more than 10 years,neither good nor poor,> hour but in scotland,less than monthly
24,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,db811ae1-23a3-45a9-aa59-3c56ea9575bd,TRUE,5,2,4,4,FALSE,TRUE,FALSE,0.829573564,0.475519705,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,other,no,no,51 to 60,male,yes,2,2-3 years,very good,less than hour away,least once a week
25,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,565c79d6-31b8-4380-835a-4aad6373da75,TRUE,4,2,8,4,FALSE,TRUE,FALSE,0.813543361,0.557120719,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,other,no,no,51 to 60,female,yes,2,2-3 years,good,NA,least once a week
26,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,25381e84-7983-4005-813f-8af7c99d0d10,TRUE,5,1,5,4,FALSE,TRUE,FALSE,0.809324886,0.658305975,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,other,no,no,51 to 60,male,yes,1,2-3 years,very good,> hour but in scotland,least once a week
27,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,4a0491cd-befb-494d-8555-50a9bc1f3d02,TRUE,3,1,4,4,FALSE,TRUE,FALSE,0.829573564,0.602817286,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA,other,no,no,71 to 80,female,yes,1,2-3 years,neither good nor poor,less than hour away,least once a week
28,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,c30cb776-c212-4f92-97ce-93bc31c664a5,TRUE,4,1,5,4,FALSE,TRUE,FALSE,0.808481191,0.472255665,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,other,no,no,51 to 60,female,yes,1,2-3 years,good,> hour but in scotland,least once a week
29,e95dcf5c-d557-4ee7-9b2e-54f7c3f5241b,245f4530-a7df-4d43-91f8-f5f53afec749,,4,2,4,4,FALSE,TRUE,FALSE,0.678552175,0.126267368,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,other,no,no,31 to 40,female,no,2,less than 1 year,good,less than hour away,least once a week
1,4d55427f-5e05-40e2-a900-7921616066f8,a425e7f4-9450-4c2d-a55e-7fec141d7fd0,,5,5,1,6,TRUE,FALSE,FALSE,0.498001464,0.496735969,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,partner,yes,yes,51 to 60,male,no,5,more than 10 years,very good,live together,daily
2,4d55427f-5e05-40e2-a900-7921616066f8,c74de1b4-5a4d-4579-8ec8-4933bf4fc4a7,,4,4,4,1,TRUE,FALSE,FALSE,0.497157769,0.340062023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,yes,51 to 60,female,no,4,more than 10 years,good,less than hour away,less than monthly
3,4d55427f-5e05-40e2-a900-7921616066f8,493b443a-6af6-4140-904b-c2061016cc47,,5,3,2,3,TRUE,FALSE,FALSE,0.437255431,0.493471928,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,NA,neighbour,yes,yes,61 to 70,female,no,3,6-10 years,very good,within walking distance,about every 2 weeks
4,4d55427f-5e05-40e2-a900-7921616066f8,640250c0-8bf3-48ca-a557-02707cdce26e,,2,5,2,5,TRUE,FALSE,FALSE,0.481971261,0.433087178,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA,family,yes,no,71 to 80,female,no,5,more than 10 years,poor,within walking distance,most days
5,4d55427f-5e05-40e2-a900-7921616066f8,a684b2e9-9819-441c-ad27-f17b065729c5,TRUE,4,4,4,4,TRUE,FALSE,FALSE,0.597557464,0.431455158,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,NA,friend,yes,yes,41 to 50,female,yes,4,6-10 years,good,less than hour away,least once a week
6,4d55427f-5e05-40e2-a900-7921616066f8,4f2ce353-255f-4d2e-8208-aead0592a572,TRUE,5,2,4,4,FALSE,TRUE,FALSE,0.707237802,0.524480313,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,NA,friend,no,no,41 to 50,male,yes,2,2-3 years,very good,less than hour away,least once a week
7,4d55427f-5e05-40e2-a900-7921616066f8,6130ad43-64fd-4b8a-9eb2-014b9bc755a0,TRUE,5,3,4,4,FALSE,TRUE,FALSE,0.591651599,0.593025165,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,friend,no,no,less than 20,male,yes,3,3-5 years,very good,less than hour away,least once a week
8,4d55427f-5e05-40e2-a900-7921616066f8,4665d386-c447-441e-9d0a-aceb988490e2,TRUE,5,3,4,4,FALSE,TRUE,FALSE,0.597557464,0.516320212,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,friend,no,no,less than 20,male,yes,3,3-5 years,very good,less than hour away,least once a week
9,4d55427f-5e05-40e2-a900-7921616066f8,818f3087-4f36-4e1f-9212-86c9c1cacfd3,TRUE,5,3,4,4,FALSE,TRUE,FALSE,0.573934006,0.358014246,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,friend,no,no,less than 20,male,yes,3,3-5 years,very good,less than hour away,least once a week
10,4d55427f-5e05-40e2-a900-7921616066f8,cd661fc3-1073-416e-bc46-e4d6e0e950ea,TRUE,4,2,2,4,TRUE,FALSE,FALSE,0.519093837,0.68605032,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,friend,yes,no,61 to 70,male,yes,2,2-3 years,good,within walking distance,least once a week
11,4d55427f-5e05-40e2-a900-7921616066f8,0920bb00-bb7c-4be9-bfd3-4a30dbea9c97,TRUE,5,3,2,4,TRUE,FALSE,FALSE,0.39928916,0.38249455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,friend,yes,yes,51 to 60,female,yes,3,2-3 years,very good,within walking distance,least once a week
12,4d55427f-5e05-40e2-a900-7921616066f8,469bf338-0df8-4eee-8456-8ed34ad4ac7c,TRUE,5,4,4,4,TRUE,FALSE,FALSE,0.555372718,0.648513854,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,NA,friend,yes,no,71 to 80,male,yes,4,6-10 years,very good,less than hour away,least once a week
13,4d55427f-5e05-40e2-a900-7921616066f8,3cc8e683-26c1-4e5c-9ab1-bef67557cae8,,4,5,7,4,TRUE,FALSE,FALSE,0.521624922,0.439615259,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,family,yes,yes,51 to 60,female,no,5,more than 10 years,good,not in uk,least once a week
14,4d55427f-5e05-40e2-a900-7921616066f8,3f2d1897-2801-4f58-ad44-63229d9d94b3,,5,4,7,4,TRUE,FALSE,FALSE,0.458347803,0.483679807,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,NA,family,yes,yes,41 to 50,female,no,4,more than 10 years,very good,not in uk,least once a week
15,4d55427f-5e05-40e2-a900-7921616066f8,1549035d-3f80-40b4-98f2-e5a1e7bd0175,,5,NA,4,1,FALSE,TRUE,FALSE,0.707237802,0.606081327,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,friend,no,no,61 to 70,male,no,0,more than 10 years,very good,less than hour away,less than monthly
16,4d55427f-5e05-40e2-a900-7921616066f8,09d5f13c-74b0-4829-a338-ebcc47cce58a,,4,3,6,1,TRUE,FALSE,FALSE,0.468472142,0.798659719,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,no,51 to 60,female,no,3,more than 10 years,good,outwith scotland,less than monthly
17,4d55427f-5e05-40e2-a900-7921616066f8,a79f0bcf-b1dd-4c35-98c8-9f5cd5e949e5,,1,2,4,1,TRUE,FALSE,FALSE,0.509813193,0.8051878,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,no,51 to 60,female,no,2,more than 10 years,very poor,less than hour away,less than monthly
18,4d55427f-5e05-40e2-a900-7921616066f8,10c6faff-27df-4615-a1b5-d9ebe22c10fe,,4,NA,2,1,TRUE,FALSE,FALSE,0.427131092,0.769283354,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,friend,yes,no,51 to 60,female,no,0,more than 10 years,good,within walking distance,less than monthly
19,4d55427f-5e05-40e2-a900-7921616066f8,9aa309bd-579f-41cd-bc24-1ad4ca2d12c4,TRUE,5,5,4,4,TRUE,FALSE,FALSE,0.526687091,0.50652809,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,NA,friend,yes,yes,51 to 60,female,yes,5,6-10 years,very good,less than hour away,least once a week
